word,freq
,
food,528
,
christmas,428
,
place,320
,
time,286
,
service,252
,
restaurant,216
,
dinner,197
,
menu,170
,
order,161
,
table,154
,
chicken,138
,
meal,117
,
sauce,113
,
experience,112
,
way,111
,
day,111
,
night,108
,
bar,106
,
party,95
,
pizza,93
,
server,93
,
staff,91
,
side,85
,
something,84
,
salad,84
,
lunch,82
,
bit,82
,
family,81
,
steak,80
,
bread,75
,
dish,73
,
meat,70
,
price,69
,
everything,65
,
buffet,64
,
soup,63
,
nothing,62
,
husband,61
,
dessert,61
,
cheese,61
,
pork,59
,
area,59
,
waiter,58
,
flavor,58
,
quality,58
,
wife,58
,
lot,57
,
home,56
,
plate,55
,
year,55
,
eve,55
,
line,54
,
burger,53
,
beer,52
,
location,51
,
hour,51
,
waitress,50
,
room,50
,
rice,49
,
everyone,48
,
couple,48
,
beef,48
,
shrimp,47
,
thing,46
,
water,46
,
wine,45
,
cream,45
,
course,45
,
wait,45
,
sushi,44
,
kind,44
,
taste,43
,
one,43
,
crab,43
,
holiday,42
,
house,42
,
town,42
,
evening,41
,
drink,40
,
visit,39
,
breakfast,39
,
group,39
,
review,38
,
fact,38
,
manager,38
,
part,37
,
reservation,37
,
chocolate,36
,
coffee,36
,
portion,36
,
vegas,35
,
appetizer,35
,
choice,34
,
music,34
,
customer,34
,
person,34
,
lobster,33
,
ambiance,33
,
selection,33
,
end,32
,
anything,32
,
size,32
,
dining,32
,
spicy,32
,
decor,32
,
today,32
,
someone,31
,
point,31
,
ice,31
,
mom,31
,
onion,30
,
i+,30
,
pasta,30
,
business,30
,
kitchen,29
,
bill,29
,
roll,29
,
rib,28
,
tea,28
,
egg,28
,
cake,28
,
atmosphere,28
,
week,28
,
name,27
,
potato,27
,
man,27
,
friend,27
,
sandwich,26
,
work,26
,
half,26
,
spot,26
,
duck,26
,
reason,26
,
front,25
,
bacon,25
,
shopping,25
,
chef,25
,
star,25
,
store,24
,
amount,24
,
tender,24
,
strip,24
,
style,24
,
fish,23
,
corn,23
,
crust,23
,
calamari,23
,
hostess,23
,
door,23
,
bbq,23
,
bite,23
,
crispy,23
,
job,22
,
fan,22
,
hotel,22
,
list,22
,
parking,22
,
top,22
,
boyfriend,22
,
variety,22
,
owner,22
,
guess,21
,
city,21
,
seafood,21
,
share,21
,
rest,21
,
tacos,21
,
turkey,21
,
butter,20
,
stuff,20
,
view,20
,
salmon,20
,
pie,20
,
park,20
,
gift,20
,
guy,19
,
tree,19
,
hand,19
,
problem,19
,
deal,18
,
afternoon,18
,
glass,18
,
%,18
,
cocktail,18
,
daughter,18
,
apple,18
,
salsa,17
,
sister,17
,
feel,17
,
food+,17
,
texture,17
,
sashimi,17
,
bartender,17
,
mac,17
,
idea,17
,
type,16
,
york,16
,
booth,16
,
risotto,16
,
filet,16
,
money,16
,
morning,16
,
street,16
,
yelp,16
,
tomato,16
,
salt,16
,
season,16
,
place+,16
,
cuisine,16
,
company,15
,
anyone,15
,
seating,15
,
pepper,15
,
hubby,15
,
squash,15
,
while,15
,
thai,15
,
tofu,15
,
school,15
,
burrito,15
,
fun,15
,
medium,15
,
minute,15
,
station,14
,
level,14
,
spinach,14
,
note,14
,
bland,14
,
tip,14
,
head,14
,
counter,14
,
number,14
,
lady,14
,
bowl,14
,
addition,14
,
seat,14
,
weekend,14
,
tuna,14
,
please,14
,
plenty,14
,
piece,14
,
toast,14
,
right,14
,
brother,14
,
card,14
,
touch,14
,
eye,13
,
pricing,13
,
back,13
,
story,13
,
http,13
,
mistake,13
,
space,13
,
casino,13
,
christmas+,13
,
event,13
,
mall,13
,
version,13
,
salty,13
,
bag,13
,
pizzas,13
,
lamb,13
,
wow,12
,
ribs,12
,
phone,12
,
show,12
,
entree,12
,
sea,12
,
game,12
,
middle,12
,
okay,12
,
service+,12
,
woman,12
,
presentation,12
,
bun,12
,
cooking,12
,
chance,12
,
ale,12
,
winter,12
,
cheesecake,12
,
life,12
,
orange,12
,
light,12
,
pm,12
,
floor,12
,
menus,12
,
ravioli,11
,
s,11
,
mouth,11
,
juicy,11
,
surprise,11
,
value,11
,
sausage,11
,
e,11
,
attention,11
,
avocado,11
,
chili,11
,
pub,11
,
fire,11
,
try,11
,
date,11
,
cafe,11
,
mind,11
,
veggie,11
,
center,11
,
dressing,11
,
paper,11
,
baby,11
,
son,11
,
tonight,11
,
angie,11
,
mushroom,11
,
starter,11
,
sort,11
,
lighting,10
,
pot,10
,
ham,10
,
cup,10
,
bottle,10
,
min,10
,
care,10
,
time+,10
,
love,10
,
grill,10
,
cold,10
,
mix,10
,
look,10
,
mark,10
,
check,10
,
platter,10
,
container,10
,
oil,10
,
caesar,10
,
sign,10
,
thank,10
,
las,9
,
gravy,9
,
vibe,9
,
bf,9
,
stomach,9
,
notch,9
,
phoenix,9
,
option,9
,
crunchy,9
,
coconut,9
,
champagne,9
,
shop,9
,
ate,9
,
case,9
,
patio,9
,
favorite,9
,
brown,9
,
advance,9
,
opinion,9
,
cut,9
,
lasagna,9
,
yesterday,9
,
asparagus,9
,
building,9
,
brunch,9
,
heat,9
,
garden,9
,
drive,9
,
corner,9
,
birthday,9
,
parm,9
,
brisket,9
,
syrup,9
,
word,9
,
yum,9
,
december,9
,
ceviche,9
,
joke,8
,
chile,8
,
arrival,8
,
cucumber,8
,
broccoli,8
,
difference,8
,
b,8
,
foie,8
,
hell,8
,
friday,8
,
month,8
,
face,8
,
gnocchi,8
,
item,8
,
la,8
,
moment,8
,
pho,8
,
take,8
,
ton,8
,
tasty,8
,
broth,8
,
milk,8
,
craft,8
,
marinara,8
,
bottom,8
,
book,8
,
breast,8
,
dozen,8
,
truffle,8
,
parmesan,8
,
wall,8
,
pudding,8
,
chorizo,8
,
smile,8
,
car,8
,
mess,8
,
conversation,8
,
jalape,8
,
sorry,8
,
groupon,8
,
zucchini,8
,
tasting,8
,
sugar,8
,
call,8
,
pumpkin,8
,
neighborhood,8
,
king,8
,
register,8
,
gratuity,8
,
cleveland,8
,
thought,8
,
box,8
,
cabbage,8
,
pager,7
,
palace,7
,
office,7
,
matter,7
,
ok,7
,
app,7
,
basket,7
,
taco,7
,
cash,7
,
rail,7
,
complaint,7
,
management,7
,
concept,7
,
l,7
,
start,7
,
shame,7
,
ticket,7
,
desert,7
,
experience+,7
,
mine,7
,
curry,7
,
thick,7
,
hey,7
,
layout,7
,
grocery,7
,
margarita,7
,
monday,7
,
none,7
,
tap,7
,
hope,7
,
attitude,7
,
restaurant+,7
,
ramsay,7
,
establishment,7
,
ketchup,7
,
dim,7
,
mini,7
,
cozy,7
,
vanilla,7
,
movie,7
,
bass,7
,
machine,7
,
ground,7
,
partner,7
,
entrance,7
,
feeling,7
,
fireplace,7
,
treat,7
,
steakhouse,7
,
tempura,7
,
past,7
,
fruit,7
,
hello,7
,
tax,7
,
ambience,7
,
cheddar,7
,
mother,7
,
crowd,7
,
juice,7
,
meatloaf,7
,
cause,7
,
chicago,6
,
credit,6
,
perfect,6
,
latte,6
,
combo,6
,
need,6
,
honey,6
,
menu+,6
,
review+,6
,
change,6
,
storm,6
,
fu,6
,
michael,6
,
schnitzel,6
,
toronto,6
,
trip,6
,
situation,6
,
pittsburgh,6
,
area+,6
,
allergy,6
,
fountain,6
,
leg,6
,
cap,6
,
walk,6
,
jalapeno,6
,
stay,6
,
tradition,6
,
gelato,6
,
price+,6
,
replacement,6
,
occasion,6
,
chain,6
,
pancake,6
,
mustard,6
,
porterhouse,6
,
bisque,6
,
world,6
,
playing,6
,
saturday,6
,
butternut,6
,
joint,6
,
rush,6
,
disappointment,6
,
plain,6
,
garlic,6
,
stop,6
,
grease,6
,
blanc,6
,
spring,6
,
certificate,6
,
creme,6
,
california,6
,
perfection,6
,
smoke,6
,
rating,6
,
cheeseburger,6
,
filling,6
,
tortilla,6
,
enchiladas,6
,
moist,6
,
inside,6
,
tamale,6
,
brain,6
,
set,6
,
almond,6
,
delight,6
,
soda,6
,
girl,6
,
merry,6
,
sesame,6
,
sweet,6
,
picture,6
,
skin,6
,
ribeye,6
,
spice,6
,
lettuce,6
,
state,6
,
downtown,6
,
mozzarella,5
,
meal+,5
,
derado,5
,
delivery,5
,
sum,5
,
design,5
,
slice,5
,
exception,5
,
country,5
,
pesto,5
,
crisp,5
,
trouble,5
,
lv,5
,
notice,5
,
host,5
,
drop,5
,
homemade,5
,
prosciutto,5
,
thursday,5
,
sense,5
,
pastry,5
,
lol,5
,
traffic,5
,
market,5
,
eat,5
,
bed,5
,
pool,5
,
enchilada,5
,
gorgonzola,5
,
impression,5
,
tv,5
,
strudel,5
,
martini,5
,
xmas,5
,
party+,5
,
flight,5
,
road,5
,
trio,5
,
garnish,5
,
drinking,5
,
brioche,5
,
jus,5
,
rare,5
,
aioli,5
,
lack,5
,
bomb,5
,
sunday,5
,
window,5
,
alfredo,5
,
ohio,5
,
damn,5
,
puree,5
,
bellagio,5
,
yummy,5
,
seabass,5
,
d,5
,
lounge,5
,
highlight,5
,
valley,5
,
hh,5
,
display,5
,
wedge,5
,
rude,5
,
pad,5
,
comparison,5
,
yeah,5
,
plan,5
,
comfort,5
,
sub,5
,
wheel,5
,
mood,5
,
bier,5
,
dream,5
,
iron,5
,
gentleman,5
,
compliment,5
,
carrot,5
,
legs,5
,
coworker,5
,
peanut,5
,
chip,5
,
seasoning,5
,
wellington,5
,
online,5
,
air,5
,
foodie,5
,
law,5
,
opportunity,5
,
dad,5
,
kick,5
,
hair,5
,
heart,5
,
favor,5
,
alcohol,5
,
appetite,5
,
straw,5
,
money+,5
,
parfait,5
,
tail,5
,
creamy,5
,
expectation,5
,
outside,5
,
mole,5
,
issue,5
,
break,5
,
dress,5
,
o,5
,
dj,4
,
bm,4
,
yolk,4
,
midnight,4
,
chutney,4
,
vegan,4
,
convenient,4
,
boy,4
,
flag,4
,
chestnut,4
,
vinegar,4
,
go,4
,
sit,4
,
gold,4
,
crush,4
,
pair,4
,
mango,4
,
lemonade,4
,
proximity,4
,
crunch,4
,
stage,4
,
brick,4
,
industry,4
,
pop,4
,
aunt,4
,
entr,4
,
habit,4
,
mash,4
,
ol,4
,
slot,4
,
lux,4
,
girlfriend,4
,
justin,4
,
gem,4
,
combination,4
,
board,4
,
george,4
,
page,4
,
brulee,4
,
thank+,4
,
intention,4
,
smell,4
,
product,4
,
shape,4
,
chop,4
,
basil,4
,
beer+,4
,
celebrity,4
,
arrogance,4
,
employee,4
,
volume,4
,
fry,4
,
epic,4
,
bay,4
,
math,4
,
hospitality,4
,
cute,4
,
east,4
,
recipe,4
,
gypsy,4
,
interior,4
,
county,4
,
town+,4
,
range,4
,
caramel,4
,
heck,4
,
palazzo,4
,
draft,4
,
tray,4
,
octopus,4
,
plastic,4
,
family+,4
,
strawberry,4
,
cost,4
,
outlet,4
,
eater,4
,
star+,4
,
cowboy,4
,
excuse,4
,
oj,4
,
rock,4
,
hype,4
,
crew,4
,
flavour,4
,
fat,4
,
buttermilk,4
,
serving,4
,
environment,4
,
signature,4
,
adult,4
,
overall,4
,
cousin,4
,
confirmation,4
,
maki,4
,
mmm,4
,
buffalo,4
,
eating,4
,
voucher,4
,
hamburger,4
,
alot,4
,
celebration,4
,
quesadilla,4
,
hummus,4
,
slide,4
,
pit,4
,
dec,4
,
edamame,4
,
diva,4
,
ginger,4
,
par,4
,
warm,4
,
recommendation,4
,
member,4
,
frame,4
,
mention,4
,
mexican,4
,
bibimbap,4
,
hearty,4
,
beginning,4
,
beijing,4
,
team,4
,
venison,4
,
wish,4
,
chewy,4
,
sat,4
,
tiramisu,4
,
dough,4
,
nobody,4
,
br,4
,
club,4
,
foot,4
,
kale,4
,
year+,4
,
tad,4
,
cor,4
,
dude,4
,
charlotte,4
,
filipino,4
,
contact,4
,
layer,4
,
way+,4
,
miso,4
,
decision,4
,
mountain,4
,
liking,4
,
tick,4
,
mignon,4
,
guacamole,4
,
sound,4
,
coleslaw,4
,
cabernet,4
,
pan,4
,
waffle,4
,
mixture,4
,
capacity,4
,
soy,4
,
hit,4
,
suggestion,4
,
task,4
,
consistency,4
,
key,4
,
average,4
,
appitizer,4
,
sprinkling,4
,
diner,4
,
garbage,4
,
beignet,4
,
mayo,4
,
basis,4
,
..,4
,
bistro,4
,
fast,4
,
root,4
,
fare,4
,
peppermint,4
,
explanation,3
,
rendition,3
,
concord,3
,
cranberry,3
,
fashion,3
,
eggplant,3
,
coupon,3
,
sun,3
,
panini,3
,
goodness,3
,
um,3
,
penne,3
,
toffee,3
,
inch,3
,
standard,3
,
block,3
,
fork,3
,
scallop,3
,
cross,3
,
temperature,3
,
arizona,3
,
patience,3
,
question,3
,
art,3
,
period,3
,
sangria,3
,
mousse,3
,
somebody,3
,
tenderloin,3
,
ball,3
,
linguine,3
,
incident,3
,
remainder,3
,
doubt,3
,
edinburgh,3
,
mia,3
,
co-worker,3
,
espresso,3
,
luke,3
,
heirloom,3
,
poke,3
,
future,3
,
lobbys,3
,
mint,3
,
artichoke,3
,
bravo,3
,
oz,3
,
hate,3
,
pricey,3
,
pairing,3
,
courtesy,3
,
pressure,3
,
test,3
,
section,3
,
ceasar,3
,
sky,3
,
oyster,3
,
bianca,3
,
patty,3
,
lime,3
,
meatball,3
,
theme,3
,
culture,3
,
steak+,3
,
ass,3
,
carnitas,3
,
base,3
,
talk,3
,
chow,3
,
inn,3
,
ratio,3
,
turn,3
,
kobe,3
,
bunch,3
,
slaw,3
,
velvet,3
,
bank,3
,
dollar,3
,
chill,3
,
ricotta,3
,
cr,3
,
simple,3
,
scooter,3
,
nyc,3
,
greasy,3
,
guava,3
,
beast,3
,
finger,3
,
chompie,3
,
ah,3
,
shack,3
,
cider,3
,
pleasure,3
,
palate,3
,
hint,3
,
scotland,3
,
stack,3
,
arm,3
,
english,3
,
calzone,3
,
wise,3
,
raviolo,3
,
bone,3
,
training,3
,
process,3
,
lump,3
,
pig,3
,
opposite,3
,
lemon,3
,
photo,3
,
john,3
,
mean,3
,
raw,3
,
resort,3
,
upstairs,3
,
south,3
,
discount,3
,
play,3
,
budget,3
,
joy,3
,
kid,3
,
wedding,3
,
moderne,3
,
vintage,3
,
beautiful,3
,
shortrib,3
,
shell,3
,
request,3
,
lol+,3
,
herb,3
,
father,3
,
cob,3
,
oh,3
,
refreshing,3
,
styrofoam,3
,
noise,3
,
batch,3
,
beet,3
,
bruschetta,3
,
cashier,3
,
reminiscent,3
,
cajun,3
,
setting,3
,
scampi,3
,
robin,3
,
fault,3
,
uncle,3
,
clerk,3
,
focus,3
,
aperitif,3
,
